recall_id,clause_id,segment_ids,fan_out,reciprocal,percentage,including_other_clauses_percentage,including_other_clauses,only_secondary,totally_missed,max_clause_id,clause_position,clause_text
2,20,[43],1,[],0,0,[],set(),{43},34,0.5882352941176471,"Then I saw a sheriff on the other side of the road,"
2,21,[44],1,[],0,0,[],set(),{44},34,0.6176470588235294,so I stopped and motioned for him to come over.
2,22,[46],1,[],0,0,[],set(),{46},34,0.6470588235294118,I told the sheriff that the man behind me was driving erratically
2,23,[47],1,[],0,0,[],set(),{47},34,0.6764705882352942,"and couldn't stay on one side of the road,"
2,24,[46],1,[],0,0,[],set(),{46},34,0.7058823529411765,"and that he was either drunk or having a heart attack,"
2,25,[47],1,[],0,0,[],set(),{47},34,0.7352941176470589,but was having some kind of problem.
2,26,[45],1,[],0,0,[],set(),{45},34,0.7647058823529411,When I stopped to talk to the sheriff
2,27,[49],1,[],0,0,[],set(),{49},34,0.7941176470588235,the driver of the vehicle stopped a ways down the road.
2,28,"[50, 51]",2,[],0,0,[],set(),"{50, 51}",34,0.8235294117647058,"Then when the sheriff drove after him, he started driving the road in reverse."
2,29,[52],1,[],0,0,[],set(),{52},34,0.8529411764705882,Then the driver turned the car around
2,30,[53],1,[],0,0,[],set(),{53},34,0.8823529411764706,"and started driving the right way,"
2,31,[53],1,[],0,0,[],set(),{53},34,0.9117647058823529,with the sheriff following.
2,32,[54],1,[],0,0,[],set(),{54},34,0.9411764705882353,He was driving really slow
2,33,[55],1,[],0,0,[],set(),{55},34,0.9705882352941176,and it was such a funny thing to witness.
2,34,[56],1,[],0,0,[],set(),{56},34,1,I'm not sure if the sheriff ever stopped the driver of the vehicle.
4,1,[1],1,[],0,0,[],set(),{1},16,0.0625,About a month ago a man was going to play softball near a church
4,2,[24],1,[],0,0,[],set(),{24},16,0.125,and was travelling with his wife in their car
4,3,"[4, 20, 21, 22]",4,[],0,0,[],set(),"{21, 4, 20, 22}",16,0.1875,when they turned on highway 24
4,4,"[6, 8, 9, 12, 13, 14, 15, 16, 17]",9,[],0,0,[],set(),"{6, 8, 9, 12, 13, 14, 15, 16, 17}",16,0.25,a man in a car behind them was also trying to turn at the same time
4,5,"[21, 23, 24, 25]",4,[],0,0,[],set(),"{24, 25, 21, 23}",16,0.3125,and was following them
4,6,[27],1,[],0,0,[],set(),{27},16,0.375,and weaving about in the road behind them.
4,7,"[33, 34, 37]",3,[],0,0,[],set(),"{33, 34, 37}",16,0.4375,He thought the man was drunk or ill
4,8,"[35, 41]",2,[],0,0,[],set(),"{41, 35}",16,0.5,and was going to go back to the car behind him
4,9,[42],1,[],0,0,[],set(),{42},16,0.5625,when they stopped at the next junction.
4,10,[43],1,[],0,0,[],set(),{43},16,0.625,He saw a police car
4,11,"[44, 45]",2,[],0,0,[],set(),"{44, 45}",16,0.6875,and waved the officers over
4,12,"[46, 47]",2,[],0,0,[],set(),"{46, 47}",16,0.75,and told them about the man
4,13,"[48, 51, 52, 53]",4,[],0,0,[],set(),"{48, 51, 52, 53}",16,0.8125,and they went down the road to investigate.
4,14,[50],1,[],0,0,[],set(),{50},16,0.875,The driver turned his car around
4,15,[53],1,[],0,0,[],set(),{53},16,0.9375,and the police followed him.
4,16,[56],1,[],0,0,[],set(),{56},16,1,The man did not know if the man was caught by the police or not.
5,1,"[1, 2]",2,[],0,0,[],set(),"{1, 2}",23,0.043478260869565216,"On their way to a softball event at the diamonds,"
5,2,[4],1,[],0,0,[],set(),{4},23,0.086956522,the main character was driving on 24 lane or road.
5,3,[24],1,[],0,0,[],set(),{24},23,0.13043478260869565,He has a girl named Lisa in the car.
5,4,"[6, 7, 8]",3,[],0,0,[],set(),"{8, 6, 7}",23,0.17391304347826086,Another man stops at the intersection
5,5,"[8, 15, 16, 17]",4,[],0,0,[],set(),"{8, 16, 17, 15}",23,0.21739130434782608,and blocks off traffic.
5,6,"[13, 18]",2,[],0,0,[],set(),"{18, 13}",23,0.2608695652173913,The main character goes past
5,7,"[21, 23]",2,[],0,0,[],set(),"{21, 23}",23,0.30434782608695654,and the man follows.
5,8,[27],1,[],0,0,[],set(),{27},23,0.34782608695652173,The driver behind them is driving weirdly
5,9,"[30, 33]",2,[],0,0,[],set(),"{33, 30}",23,0.391304348,so the main character assumes he is drunk.
5,10,[37],1,[],0,0,[],set(),{37},23,0.43478260869565216,Then he assumes he is maybe sick
5,11,[39],1,[],0,0,[],set(),{39},23,0.4782608695652174,and should check him out in case the newspaper says a man had a heart attack
5,12,[],0,[],0,0,[],set(),set(),23,0.5217391304347826,and the main character could've helped.
5,13,[42],1,[],0,0,[],set(),{42},23,0.5652173913043478,"The MC stops the car,"
5,14,[43],1,[],0,0,[],set(),{43},23,0.6086956521739131,"spots a sheriff?€?s car,"
5,15,[44],1,[],0,0,[],set(),{44},23,0.6521739130434783,and calls them over.
5,16,[46],1,[],0,0,[],set(),{46},23,0.6956521739130435,He tells the deputy to check the other driver out.
5,17,[49],1,[],0,0,[],set(),{49},23,0.7391304347826086,"When the driver saw the MC talking to the police,"
5,18,[50],1,[],0,0,[],set(),{50},23,0.782608696,"he reversed,"
5,19,[51],1,[],0,0,[],set(),{51},23,0.8260869565217391,the police followed.
5,20,[52],1,[],0,0,[],set(),{52},23,0.8695652173913043,Then he went forward
5,21,[53],1,[],0,0,[],set(),{53},23,0.9130434782608695,and the police had to make a u-turn.
5,22,[55],1,[],0,0,[],set(),{55},23,0.9565217391304348,The MC thought this was comical.
5,23,[56],1,[],0,0,[],set(),{56},23,1,He wasn't sure if the other driver was caught or not.
6,1,[4],1,[],0,0,[],set(),{4},24,0.041666666666666664,We were going up to twenty four
6,2,[7],1,[],0,0,[],set(),{7},24,0.083333333,when this guy around the age of 50 starts following me
6,3,[25],1,[],0,0,[],set(),{25},24,0.125,"bumper to bumper,"
6,4,[32],1,[],0,0,[],set(),{32},24,0.16666666666666666,at first I didn't take it serious
6,5,[26],1,[],0,0,[],set(),{26},24,0.20833333333333334,but he was too close that I was worried
6,6,[26],1,[],0,0,[],set(),{26},24,0.25,that he might hit me.
6,7,[35],1,[],0,0,[],set(),{35},24,0.2916666666666667,"I decided that at the next intersection I am going to confront him,"
6,8,[33],1,[],0,0,[],set(),{33},24,0.3333333333333333,I mean what if he is drunk
6,9,[30],1,[],0,0,[],set(),{30},24,0.375,and major accidents are caused by drunk driving
6,10,[27],1,[],0,0,[],set(),{27},24,0.4166666666666667,and he can't even keep to one lane.
6,11,[40],1,[],0,0,[],set(),{40},24,0.4583333333333333,I didn't want to get involved
6,12,[41],1,[],0,0,[],set(),{41},24,0.5,"but I have to,"
6,13,[37],1,[],0,0,[],set(),{37},24,0.5416666666666666,"also what if he is having a heart attack,"
6,14,[39],1,[],0,0,[],set(),{39},24,0.5833333333333334,I don't want to read on the news that he died
6,15,[38],1,[],0,0,[],set(),{38},24,0.625,while I could have done something about it.
6,16,[42],1,[],0,0,[],set(),{42},24,0.6666666666666666,At the next stop sight I jumped out
6,17,"[43, 44]",2,[],0,0,[],set(),"{43, 44}",24,0.7083333333333334,"and informed a sheriff about him,"
6,18,[46],1,[],0,0,[],set(),{46},24,0.75,"""that man is either drunk or is having a health problem,"
6,19,[21],1,[],0,0,[],set(),{21},24,0.7916666666666666,he has been following me for a while now
6,20,[27],1,[],0,0,[],set(),{27},24,0.8333333333333334,"and he can't keep on his lane."""
6,21,[49],1,[],0,0,[],set(),{49},24,0.875,Seeing that I was talking to the police
6,22,[49],1,[],0,0,[],set(),{49},24,0.9166666666666666,he stopped way far
6,23,[50],1,[],0,0,[],set(),{50},24,0.9583333333333334,and started reversing
6,24,[53],1,[],0,0,[],set(),{53},24,1,and the police started chasing him.
7,1,"[4, 22, 24]",3,[],0,0,[],set(),"{24, 4, 22}",18,0.055555556,A driver and their passenger named Lisa are driving to a baseball game on Egg Ranch Hill.
7,2,"[6, 8, 9, 12, 13]",5,[],0,0,[],set(),"{6, 8, 9, 12, 13}",18,0.1111111111111111,"On the way, another driver attempts to cut them off on the 24 highway."
7,3,"[23, 25, 27]",3,[],0,0,[],set(),"{25, 27, 23}",18,0.16666666666666666,The other driver proceeds to drive erratically behind them.
7,4,"[30, 33, 34]",3,[],0,0,[],set(),"{33, 34, 30}",18,0.2222222222222222,"At first, the driver assumes he is drunk."
7,5,[31],1,[],0,0,[],set(),{31},18,0.2777777777777778,It's his responsibility to report it.
7,6,[37],1,[],0,0,[],set(),{37},18,0.3333333333333333,The driver then considers he may be sick.
7,7,[37],1,[],0,0,[],set(),{37},18,0.3888888888888889,Possibly having a heart attack.
7,8,[39],1,[],0,0,[],set(),{39},18,0.4444444444444444,The driver fears he will regret not doing anything if the man is sick.
7,9,[39],1,[],0,0,[],set(),{39},18,0.5,He hears about it after-the-fact.
7,10,"[35, 41]",2,[],0,0,[],set(),"{41, 35}",18,0.5555555555555556,He decides to stop and confront him.
7,11,[43],1,[],0,0,[],set(),{43},18,0.6111111111111112,"When only a few miles from the baseball diamond, the driver spots a sheriff."
7,12,"[43, 44]",2,[],0,0,[],set(),"{43, 44}",18,0.6666666666666666,He stops to speak with him.
7,13,"[46, 47]",2,[],0,0,[],set(),"{46, 47}",18,0.7222222222222222,He addresses his issues with the other driver.
7,14,[49],1,[],0,0,[],set(),{49},18,0.7777777777777778,"As the other driver nears, he spies the sheriff."
7,15,"[50, 51]",2,[],0,0,[],set(),"{50, 51}",18,0.8333333333333334,"He turns his car, driving away."
7,16,"[52, 53]",2,[],0,0,[],set(),"{52, 53}",18,0.8888888888888888,The sheriff proceeds after him.
7,17,[54],1,[],0,0,[],set(),{54},18,0.9444444444444444,The other driver now driving cautiously.
7,18,[56],1,[],0,0,[],set(),{56},18,1,The driver does not know what happened after that.
8,1,[5],1,[],0,0,[],set(),{5},14,0.071428571,A person was driving
8,2,"[4, 22]",2,[],0,0,[],set(),"{4, 22}",14,0.14285714285714285,and [they] turned right at the Egg Road house.
8,3,"[23, 25, 27]",3,[],0,0,[],set(),"{25, 27, 23}",14,0.21428571428571427,Then [they] noticed a person was driving poorly behind them
8,4,[32],1,[],0,0,[],set(),{32},14,0.2857142857142857,and they started to either think
8,5,"[30, 33]",2,[],0,0,[],set(),"{33, 30}",14,0.35714285714285715,?€?this guy is drunk?€?
8,6,[37],1,[],0,0,[],set(),{37},14,0.42857142857142855,or ?€?[this guy is] having a heart attack.?€?
8,7,[39],1,[],0,0,[],set(),{39},14,0.5,Since they didn't want to read the newspaper tomorrow
8,8,[39],1,[],0,0,[],set(),{39},14,0.5714285714285714,and see ?€?man died of heart attack?€?
8,9,"[43, 44]",2,[],0,0,[],set(),"{43, 44}",14,0.6428571428571429,she flagged down the cops
8,10,[46],1,[],0,0,[],set(),{46},14,0.7142857142857143,to let them know that ?€?this guy has a problem?€?
8,11,"[50, 51]",2,[],0,0,[],set(),"{50, 51}",14,0.7857142857142857,and then the poor driver started to drive backwards
8,12,"[52, 53]",2,[],0,0,[],set(),"{52, 53}",14,0.8571428571428571,and eventually the police caught up to them.
8,13,[56],1,[],0,0,[],set(),{56},14,0.9285714285714286,[I am] not sure what happened to the guy in the end
8,14,[55],1,[],0,0,[],set(),{55},14,1,"though, but it was funny!"
9,1,"[30, 33, 36]",3,[],0,0,[],set(),"{33, 36, 30}",5,0.2,All I can remember is drink driving
9,2,"[4, 20]",2,[],0,0,[],set(),"{4, 20}",5,0.4,number 24
9,3,"[8, 15, 16, 17]",4,[],0,0,[],set(),"{8, 16, 17, 15}",5,0.6,he was blocking with his car
9,4,"[30, 33, 36]",3,[],0,0,[],set(),"{33, 36, 30}",5,0.8,and that drink driving is the main cause
9,5,[30],1,[],0,0,[],set(),{30},5,1,of driving related deaths
11,1,[1],1,[],0,0,[],set(),{1},26,0.038461538461538464,Someone and a girl named Lisa are on their way to a church softball game.
11,2,[4],1,[],0,0,[],set(),{4},26,0.076923077,They're near highway 24.
11,3,[7],1,[],0,0,[],set(),{7},26,0.11538461538461539,There's a man in his mid-fifties.
11,4,[8],1,[],0,0,[],set(),{8},26,0.15384615384615385,That is edging out.
11,5,"[8, 15, 16, 17]",4,[],0,0,[],set(),"{8, 16, 17, 15}",26,0.19230769230769232,And blocking the intersection.
11,6,[13],1,[],0,0,[],set(),{13},26,0.23076923076923078,The guy and Lisa manage to get out ahead of him.
11,7,[21],1,[],0,0,[],set(),{21},26,0.2692307692307692,Then they notice that the older man is behind them.
11,8,"[23, 25]",2,[],0,0,[],set(),"{25, 23}",26,0.3076923076923077,And he is driving really close to them.
11,9,[27],1,[],0,0,[],set(),{27},26,0.34615384615384615,And cannot maintain a lane.
11,10,"[30, 33, 34]",3,[],0,0,[],set(),"{33, 34, 30}",26,0.38461538461538464,They think that he is either drunk or sick.
11,11,[40],1,[],0,0,[],set(),{40},26,0.4230769230769231,He doesn't really want to stop.
11,12,[39],1,[],0,0,[],set(),{39},26,0.46153846153846156,But also doesn't want to hear about a man dying.
11,13,[37],1,[],0,0,[],set(),{37},26,0.5,Because he was sick.
11,14,[39],1,[],0,0,[],set(),{39},26,0.5384615384615384,And he didn't help them.
11,15,"[41, 42]",2,[],0,0,[],set(),"{41, 42}",26,0.5769230769230769,So they're about to pull over.
11,16,[43],1,[],0,0,[],set(),{43},26,0.6153846153846154,And they see a sheriff's car.
11,17,"[44, 45]",2,[],0,0,[],set(),"{44, 45}",26,0.6538461538461539,Which they wave down.
11,18,[46],1,[],0,0,[],set(),{46},26,0.6923076923076923,They tell the Sheriff that the man behind them is either sick or drunk.
11,19,[49],1,[],0,0,[],set(),{49},26,0.7307692307692307,When the man behind them sees the Sheriff.
11,20,[50],1,[],0,0,[],set(),{50},26,0.7692307692307693,He puts his car in reverse.
11,21,[51],1,[],0,0,[],set(),{51},26,0.8076923076923077,And starts backing away.
11,22,[52],1,[],0,0,[],set(),{52},26,0.8461538461538461,Then he drives away.
11,23,[53],1,[],0,0,[],set(),{53},26,0.8846153846153846,With the Sheriff after him.
11,24,[56],1,[],0,0,[],set(),{56},26,0.9230769230769231,The storyteller and Lisa never found out if the man was caught.
11,25,"[4, 22]",2,[],0,0,[],set(),"{4, 22}",26,0.9615384615384616,And there was something about Ranch Eggs.
11,26,[],0,[],0,0,[],set(),set(),26,1,Which I didn't understand.
12,1,"[1, 2]",2,[],0,0,[],set(),"{1, 2}",25,0.04,They were going to a church diamond league softball game at the high school
12,2,[4],1,[],0,0,[],set(),{4},25,0.08,and they were going up 24
12,3,"[4, 22]",2,[],0,0,[],set(),"{4, 22}",25,0.12,and they were getting ready to turn at the ranch eggs.
12,4,[5],1,[],0,0,[],set(),{5},25,0.16,They put on their turn signals
12,5,[18],1,[],0,0,[],set(),{18},25,0.2,and went over.
12,6,[7],1,[],0,0,[],set(),{7},25,0.24,There was a guy in his mid fifties
12,7,"[8, 15, 16, 17]",4,[],0,0,[],set(),"{8, 16, 17, 15}",25,0.28,who was blocking the lane
12,8,[9],1,[],0,0,[],set(),{9},25,0.32,and headed to the same spot as they were going
12,9,[12],1,[],0,0,[],set(),{12},25,0.36,and they said you jerk
12,10,[13],1,[],0,0,[],set(),{13},25,0.4,and they got ahead of him.
12,11,[21],1,[],0,0,[],set(),{21},25,0.44,The guy who was blocking the lane starts following them
12,12,"[23, 24]",2,[],0,0,[],set(),"{24, 23}",25,0.48,"and Lisa the friend said, ""This guy is on your tail."""
12,13,[27],1,[],0,0,[],set(),{27},25,0.52,He starts weaving back and forth
12,14,"[33, 34]",2,[],0,0,[],set(),"{33, 34}",25,0.56,and this lead him to thinking the guy could be a drunk driver
12,15,[30],1,[],0,0,[],set(),{30},25,0.6,and how it is the number 1 killer of kids
12,16,[31],1,[],0,0,[],set(),{31},25,0.64,and that it is everyone's responsibility to report drunk driving.
12,17,[37],1,[],0,0,[],set(),{37},25,0.68,Then he thinks maybe they were having a heart attack
12,18,[39],1,[],0,0,[],set(),{39},25,0.72,and that he would feel guilty if he read the paper
12,19,[],0,[],0,0,[],set(),set(),25,0.76,and saw a man had died of a heart attack
12,20,"[43, 44]",2,[],0,0,[],set(),"{43, 44}",25,0.8,and then he motioned at the police to come towards him.
12,21,[46],1,[],0,0,[],set(),{46},25,0.84,He then tells the police that the guy behind him is either drunk or sick.
12,22,[45],1,[],0,0,[],set(),{45},25,0.88,"As the police moved towards him,"
12,23,"[49, 50]",2,[],0,0,[],set(),"{49, 50}",25,0.92,the guy started backing away.
12,24,"[51, 53]",2,[],0,0,[],set(),"{51, 53}",25,0.96,The police pursued him
12,25,[56],1,[],0,0,[],set(),{56},25,1,but don't know what the result was.
13,1,"[1, 4, 5, 19, 21]",5,[],0,0,[],set(),"{1, 19, 4, 5, 21}",19,0.052631579,"The driver was driving somewhere,"
13,2,[24],1,[],0,0,[],set(),{24},19,0.10526315789473684,"with someone called Lisa,"
13,3,"[6, 8, 9, 12, 15, 16, 17]",7,[],0,0,[],set(),"{16, 17, 6, 8, 9, 12, 15}",19,0.15789473684210525,"and there was another car ahead,"
13,4,"[8, 15, 16, 17]",4,[],0,0,[],set(),"{8, 16, 17, 15}",19,0.21052631578947367,"blocking the junction,"
13,5,"[15, 16, 17]",3,[],0,0,[],set(),"{16, 17, 15}",19,0.2631578947368421,holding up the traffic.
13,6,"[21, 23, 25]",3,[],0,0,[],set(),"{25, 21, 23}",19,0.3157894736842105,Somehow the driver of this car ended up behind the first driver
13,7,[27],1,[],0,0,[],set(),{27},19,0.3684210526315789,and he was weaving in and out.
13,8,"[30, 33, 34]",3,[],0,0,[],set(),"{33, 34, 30}",19,0.42105263157894735,"The first driver was concerned that the other driver was drunk,"
13,9,[37],1,[],0,0,[],set(),{37},19,0.47368421052631576,"or ill,"
13,10,"[30, 32, 36, 38, 39]",5,[],0,0,[],set(),"{32, 36, 38, 39, 30}",19,0.5263157894736842,and he was concerned about an accident happening.
13,11,"[42, 43]",2,[],0,0,[],set(),"{42, 43}",19,0.5789473684210527,He pulled up by some police officers (sheriffs)
13,12,"[44, 46, 47]",3,[],0,0,[],set(),"{44, 46, 47}",19,0.631578947,and told them what had happened.
13,13,[48],1,[],0,0,[],set(),{48},19,0.6842105263157895,They then went back down the road
13,14,"[48, 51, 52, 53]",4,[],0,0,[],set(),"{48, 51, 52, 53}",19,0.7368421052631579,to speak to this other driver
13,15,"[50, 51]",2,[],0,0,[],set(),"{50, 51}",19,0.7894736842105263,"but he then reversed his car back down the road,"
13,16,[53],1,[],0,0,[],set(),{53},19,0.8421052631578947,did a u-turn
13,17,[54],1,[],0,0,[],set(),{54},19,0.8947368421052632,and then proceeded to drive very slowly.
13,18,[55],1,[],0,0,[],set(),{55},19,0.9473684210526315,The first driver found this funny
13,19,[56],1,[],0,0,[],set(),{56},19,1,and wondered whether the police ever got to speak to the other driver.
14,1,"[1, 2, 19, 20]",4,[],0,0,[],set(),"{1, 2, 19, 20}",9,0.1111111111111111,Going to the baseball diamond
14,2,"[4, 22]",2,[],0,0,[],set(),"{4, 22}",9,0.2222222222222222,on ranch eggs.
14,3,"[4, 20]",2,[],0,0,[],set(),"{4, 20}",9,0.3333333333333333,Took the twenty four.
14,4,"[6, 7, 8, 27, 33, 34]",6,[],0,0,[],set(),"{33, 34, 6, 7, 8, 27}",9,0.4444444444444444,There was an erratic driver
14,5,"[27, 28]",2,[],0,0,[],set(),"{27, 28}",9,0.5555555555555556,swerving and blocking traffic
14,6,"[11, 16, 17]",3,[],0,0,[],set(),"{16, 17, 11}",9,0.6666666666666666,in the median.
14,7,"[32, 35, 36, 38, 41, 42, 43, 44, 46]",9,[],0,0,[],set(),"{32, 35, 36, 38, 41, 42, 43, 44, 46}",9,0.7777777777777778,Went to report him
14,8,"[43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]",11,[],0,0,[],set(),"{43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53}",9,0.8888888888888888,and once the sheriffs started following him
14,9,"[54, 55]",2,[],0,0,[],set(),"{54, 55}",9,1,he started driving more carefully.
15,1,[5],1,[],0,0,[],set(),{5},6,0.16666666666666666,I was driving
15,2,"[8, 27]",2,[],0,0,[],set(),"{8, 27}",6,0.3333333333333333,and a person was driving erratically
15,3,"[30, 33, 34]",3,[],0,0,[],set(),"{33, 34, 30}",6,0.5,and I thought the person was drunk
15,4,"[37, 39]",2,[],0,0,[],set(),"{37, 39}",6,0.6666666666666666,but then thought maybe they're having a medical emergency.
15,5,"[43, 44, 46]",3,[],0,0,[],set(),"{43, 44, 46}",6,0.8333333333333334,I got the sheriff's attention
15,6,[55],1,[],0,0,[],set(),{55},6,1,and it was pretty comical.
16,1,[1],1,[],0,0,[],set(),{1},20,0.05,When I was going to a church football game
16,2,[6],1,[],0,0,[],set(),{6},20,0.1,I saw a guy driving a car.
16,3,"[8, 15, 16, 17]",4,[],0,0,[],set(),"{8, 16, 17, 15}",20,0.15,He stopped at a junction and blocked it.
16,4,[27],1,[],0,0,[],set(),{27},20,0.2,He could not seem to keep on one side of the road.
16,5,"[30, 33]",2,[],0,0,[],set(),"{33, 30}",20,0.25,I thought he must be drunk
16,6,[40],1,[],0,0,[],set(),{40},20,0.3,"and wanted to get away from him,"
