recall_id,clause_id,segment_ids,fan_out,reciprocal,percentage,including_other_clauses_percentage,including_other_clauses,only_secondary,totally_missed,max_clause_id,clause_position
6070a06a1d49fbecb9ee79d2,1,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",9,0.1111111111111111
6070a06a1d49fbecb9ee79d2,2,[6],1,[],0.0,0.0,[],set(),{6},9,0.2222222222222222
6070a06a1d49fbecb9ee79d2,3,[8],1,[],0.0,0.0,[],set(),{8},9,0.3333333333333333
6070a06a1d49fbecb9ee79d2,4,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",9,0.4444444444444444
6070a06a1d49fbecb9ee79d2,5,[5],1,[],0.0,0.0,[],set(),{5},9,0.5555555555555556
6070a06a1d49fbecb9ee79d2,6,"[11, 12]",2,[],0.0,0.0,[],set(),"{11, 12}",9,0.6666666666666666
6070a06a1d49fbecb9ee79d2,7,[7],1,[],0.0,0.0,[],set(),{7},9,0.7777777777777778
6070a06a1d49fbecb9ee79d2,8,[16],1,[],0.0,0.0,[],set(),{16},9,0.8888888888888888
6070a06a1d49fbecb9ee79d2,9,[18],1,[],0.0,0.0,[],set(),{18},9,1.0
5c3f2e175fe5c60001ffc302,1,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",10,0.1
5c3f2e175fe5c60001ffc302,2,[2],1,[],0.0,0.0,[],set(),{2},10,0.2
5c3f2e175fe5c60001ffc302,3,[5],1,[],0.0,0.0,[],set(),{5},10,0.3
5c3f2e175fe5c60001ffc302,4,[11],1,[],0.0,0.0,[],set(),{11},10,0.4
5c3f2e175fe5c60001ffc302,5,[7],1,[],0.0,0.0,[],set(),{7},10,0.5
5c3f2e175fe5c60001ffc302,6,[8],1,[],0.0,0.0,[],set(),{8},10,0.6
5c3f2e175fe5c60001ffc302,7,[18],1,[],0.0,0.0,[],set(),{18},10,0.7
5c3f2e175fe5c60001ffc302,8,[16],1,[],0.0,0.0,[],set(),{16},10,0.8
5c3f2e175fe5c60001ffc302,9,[14],1,[],0.0,0.0,[],set(),{14},10,0.9
5c3f2e175fe5c60001ffc302,10,[15],1,[],0.0,0.0,[],set(),{15},10,1.0
5e93641d8028056ac36b16d9,1,[2],1,[],0.0,0.0,[],set(),{2},7,0.14285714285714285
5e93641d8028056ac36b16d9,2,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",7,0.2857142857142857
5e93641d8028056ac36b16d9,3,"[4, 5, 7]",3,[],0.0,0.0,[],set(),"{4, 5, 7}",7,0.42857142857142855
5e93641d8028056ac36b16d9,4,[13],1,[],0.0,0.0,[],set(),{13},7,0.5714285714285714
5e93641d8028056ac36b16d9,5,[16],1,[],0.0,0.0,[],set(),{16},7,0.7142857142857143
5e93641d8028056ac36b16d9,6,[18],1,[],0.0,0.0,[],set(),{18},7,0.8571428571428571
5e93641d8028056ac36b16d9,7,[18],1,[],0.0,0.0,[],set(),{18},7,1.0
60205f5ba5fe0165fa0e5e01,1,[1],1,[],0.0,0.0,[],set(),{1},8,0.125
60205f5ba5fe0165fa0e5e01,2,[2],1,[],0.0,0.0,[],set(),{2},8,0.25
60205f5ba5fe0165fa0e5e01,3,[3],1,[],0.0,0.0,[],set(),{3},8,0.375
60205f5ba5fe0165fa0e5e01,4,[13],1,[],0.0,0.0,[],set(),{13},8,0.5
60205f5ba5fe0165fa0e5e01,5,[14],1,[],0.0,0.0,[],set(),{14},8,0.625
60205f5ba5fe0165fa0e5e01,6,[],0,[],0.0,0.0,[],set(),set(),8,0.75
60205f5ba5fe0165fa0e5e01,7,[18],1,[],0.0,0.0,[],set(),{18},8,0.875
60205f5ba5fe0165fa0e5e01,8,[18],1,[],0.0,0.0,[],set(),{18},8,1.0
5a9bec4c6475f900019ffb56,1,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",11,0.09090909090909091
5a9bec4c6475f900019ffb56,2,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",11,0.18181818181818182
5a9bec4c6475f900019ffb56,3,[8],1,[],0.0,0.0,[],set(),{8},11,0.2727272727272727
5a9bec4c6475f900019ffb56,4,[10],1,[],0.0,0.0,[],set(),{10},11,0.36363636363636365
5a9bec4c6475f900019ffb56,5,"[4, 5, 7]",3,[],0.0,0.0,[],set(),"{4, 5, 7}",11,0.45454545454545453
5a9bec4c6475f900019ffb56,6,[16],1,[],0.0,0.0,[],set(),{16},11,0.5454545454545454
5a9bec4c6475f900019ffb56,7,[17],1,[],0.0,0.0,[],set(),{17},11,0.6363636363636364
5a9bec4c6475f900019ffb56,8,[14],1,[],0.0,0.0,[],set(),{14},11,0.7272727272727273
5a9bec4c6475f900019ffb56,9,[15],1,[],0.0,0.0,[],set(),{15},11,0.8181818181818182
5a9bec4c6475f900019ffb56,10,[18],1,[],0.0,0.0,[],set(),{18},11,0.9090909090909091
5a9bec4c6475f900019ffb56,11,[18],1,[],0.0,0.0,[],set(),{18},11,1.0
5a775b638fe2dc00010579b2,1,[2],1,[],0.0,0.0,[],set(),{2},9,0.1111111111111111
5a775b638fe2dc00010579b2,2,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",9,0.2222222222222222
5a775b638fe2dc00010579b2,3,"[5, 7]",2,[],0.0,0.0,[],set(),"{5, 7}",9,0.3333333333333333
5a775b638fe2dc00010579b2,4,[11],1,[],0.0,0.0,[],set(),{11},9,0.4444444444444444
5a775b638fe2dc00010579b2,5,[8],1,[],0.0,0.0,[],set(),{8},9,0.5555555555555556
5a775b638fe2dc00010579b2,6,[14],1,[],0.0,0.0,[],set(),{14},9,0.6666666666666666
5a775b638fe2dc00010579b2,7,[17],1,[],0.0,0.0,[],set(),{17},9,0.7777777777777778
5a775b638fe2dc00010579b2,8,[18],1,[],0.0,0.0,[],set(),{18},9,0.8888888888888888
5a775b638fe2dc00010579b2,9,[18],1,[],0.0,0.0,[],set(),{18},9,1.0
5dc1978fdbf8200fe9537083,1,[1],1,[],0.0,0.0,[],set(),{1},14,0.07142857142857142
5dc1978fdbf8200fe9537083,2,[2],1,[],0.0,0.0,[],set(),{2},14,0.14285714285714285
5dc1978fdbf8200fe9537083,3,[3],1,[],0.0,0.0,[],set(),{3},14,0.21428571428571427
5dc1978fdbf8200fe9537083,4,[5],1,[],0.0,0.0,[],set(),{5},14,0.2857142857142857
5dc1978fdbf8200fe9537083,5,[7],1,[],0.0,0.0,[],set(),{7},14,0.35714285714285715
5dc1978fdbf8200fe9537083,6,"[8, 9]",2,[],0.0,0.0,[],set(),"{8, 9}",14,0.42857142857142855
5dc1978fdbf8200fe9537083,7,[11],1,[],0.0,0.0,[],set(),{11},14,0.5
5dc1978fdbf8200fe9537083,8,[12],1,[],0.0,0.0,[],set(),{12},14,0.5714285714285714
5dc1978fdbf8200fe9537083,9,[13],1,[],0.0,0.0,[],set(),{13},14,0.6428571428571429
5dc1978fdbf8200fe9537083,10,[14],1,[],0.0,0.0,[],set(),{14},14,0.7142857142857143
5dc1978fdbf8200fe9537083,11,[15],1,[],0.0,0.0,[],set(),{15},14,0.7857142857142857
5dc1978fdbf8200fe9537083,12,[16],1,[],0.0,0.0,[],set(),{16},14,0.8571428571428571
5dc1978fdbf8200fe9537083,13,[18],1,[],0.0,0.0,[],set(),{18},14,0.9285714285714286
5dc1978fdbf8200fe9537083,14,[18],1,[],0.0,0.0,[],set(),{18},14,1.0
60a520c051c98eb480c2811f,1,[1],1,[],0.0,0.0,[],set(),{1},11,0.09090909090909091
60a520c051c98eb480c2811f,2,"[2, 6]",2,[],0.0,0.0,[],set(),"{2, 6}",11,0.18181818181818182
60a520c051c98eb480c2811f,3,[3],1,[],0.0,0.0,[],set(),{3},11,0.2727272727272727
60a520c051c98eb480c2811f,4,[5],1,[],0.0,0.0,[],set(),{5},11,0.36363636363636365
60a520c051c98eb480c2811f,5,[7],1,[],0.0,0.0,[],set(),{7},11,0.45454545454545453
60a520c051c98eb480c2811f,6,[8],1,[],0.0,0.0,[],set(),{8},11,0.5454545454545454
60a520c051c98eb480c2811f,7,[11],1,[],0.0,0.0,[],set(),{11},11,0.6363636363636364
60a520c051c98eb480c2811f,8,[12],1,[],0.0,0.0,[],set(),{12},11,0.7272727272727273
60a520c051c98eb480c2811f,9,"[13, 14]",2,[],0.0,0.0,[],set(),"{13, 14}",11,0.8181818181818182
60a520c051c98eb480c2811f,10,[16],1,[],0.0,0.0,[],set(),{16},11,0.9090909090909091
60a520c051c98eb480c2811f,11,[18],1,[],0.0,0.0,[],set(),{18},11,1.0
6099089783231a811aee3ad3,1,[1],1,[],0.0,0.0,[],set(),{1},15,0.06666666666666667
6099089783231a811aee3ad3,2,[2],1,[],0.0,0.0,[],set(),{2},15,0.13333333333333333
6099089783231a811aee3ad3,3,[3],1,[],0.0,0.0,[],set(),{3},15,0.2
6099089783231a811aee3ad3,4,"[4, 5]",2,[],0.0,0.0,[],set(),"{4, 5}",15,0.26666666666666666
6099089783231a811aee3ad3,5,[5],1,[],0.0,0.0,[],set(),{5},15,0.3333333333333333
6099089783231a811aee3ad3,6,[7],1,[],0.0,0.0,[],set(),{7},15,0.4
6099089783231a811aee3ad3,7,[8],1,[],0.0,0.0,[],set(),{8},15,0.4666666666666667
6099089783231a811aee3ad3,8,[9],1,[],0.0,0.0,[],set(),{9},15,0.5333333333333333
6099089783231a811aee3ad3,9,[11],1,[],0.0,0.0,[],set(),{11},15,0.6
6099089783231a811aee3ad3,10,[12],1,[],0.0,0.0,[],set(),{12},15,0.6666666666666666
6099089783231a811aee3ad3,11,[13],1,[],0.0,0.0,[],set(),{13},15,0.7333333333333333
6099089783231a811aee3ad3,12,[14],1,[],0.0,0.0,[],set(),{14},15,0.8
6099089783231a811aee3ad3,13,[16],1,[],0.0,0.0,[],set(),{16},15,0.8666666666666667
6099089783231a811aee3ad3,14,[18],1,[],0.0,0.0,[],set(),{18},15,0.9333333333333333
6099089783231a811aee3ad3,15,[18],1,[],0.0,0.0,[],set(),{18},15,1.0
5e25ca0e637b4103e19e7168,1,[2],1,[],0.0,0.0,[],set(),{2},5,0.2
5e25ca0e637b4103e19e7168,2,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",5,0.4
5e25ca0e637b4103e19e7168,3,[5],1,[],0.0,0.0,[],set(),{5},5,0.6
5e25ca0e637b4103e19e7168,4,[7],1,[],0.0,0.0,[],set(),{7},5,0.8
5e25ca0e637b4103e19e7168,5,"[4, 7, 11]",3,[],0.0,0.0,[],set(),"{11, 4, 7}",5,1.0
62b6cb277460cccbc8f27ad5,1,"[1, 2]",2,[],0.0,0.0,[],set(),"{1, 2}",9,0.1111111111111111
62b6cb277460cccbc8f27ad5,2,"[5, 7]",2,[],0.0,0.0,[],set(),"{5, 7}",9,0.2222222222222222
62b6cb277460cccbc8f27ad5,3,"[11, 12]",2,[],0.0,0.0,[],set(),"{11, 12}",9,0.3333333333333333
62b6cb277460cccbc8f27ad5,4,[8],1,[],0.0,0.0,[],set(),{8},9,0.4444444444444444
62b6cb277460cccbc8f27ad5,5,[8],1,[],0.0,0.0,[],set(),{8},9,0.5555555555555556
62b6cb277460cccbc8f27ad5,6,[14],1,[],0.0,0.0,[],set(),{14},9,0.6666666666666666
62b6cb277460cccbc8f27ad5,7,[17],1,[],0.0,0.0,[],set(),{17},9,0.7777777777777778
62b6cb277460cccbc8f27ad5,8,[15],1,[],0.0,0.0,[],set(),{15},9,0.8888888888888888
62b6cb277460cccbc8f27ad5,9,[18],1,[],0.0,0.0,[],set(),{18},9,1.0
5c129cc7ba99dc0001f0b628,1,"[2, 3, 6]",3,[],0.0,0.0,[],set(),"{2, 3, 6}",11,0.09090909090909091
5c129cc7ba99dc0001f0b628,2,[8],1,[],0.0,0.0,[],set(),{8},11,0.18181818181818182
5c129cc7ba99dc0001f0b628,3,[5],1,[],0.0,0.0,[],set(),{5},11,0.2727272727272727
5c129cc7ba99dc0001f0b628,4,[11],1,[],0.0,0.0,[],set(),{11},11,0.36363636363636365
5c129cc7ba99dc0001f0b628,5,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",11,0.45454545454545453
5c129cc7ba99dc0001f0b628,6,[13],1,[],0.0,0.0,[],set(),{13},11,0.5454545454545454
5c129cc7ba99dc0001f0b628,7,[16],1,[],0.0,0.0,[],set(),{16},11,0.6363636363636364
5c129cc7ba99dc0001f0b628,8,[14],1,[],0.0,0.0,[],set(),{14},11,0.7272727272727273
5c129cc7ba99dc0001f0b628,9,[17],1,[],0.0,0.0,[],set(),{17},11,0.8181818181818182
5c129cc7ba99dc0001f0b628,10,[],0,[],0.0,0.0,[],set(),set(),11,0.9090909090909091
5c129cc7ba99dc0001f0b628,11,[18],1,[],0.0,0.0,[],set(),{18},11,1.0
60ad65a0a187d7ef811ed7e6,1,"[2, 3, 6]",3,[],0.0,0.0,[],set(),"{2, 3, 6}",8,0.125
60ad65a0a187d7ef811ed7e6,2,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",8,0.25
60ad65a0a187d7ef811ed7e6,3,"[5, 7]",2,[],0.0,0.0,[],set(),"{5, 7}",8,0.375
60ad65a0a187d7ef811ed7e6,4,[8],1,[],0.0,0.0,[],set(),{8},8,0.5
60ad65a0a187d7ef811ed7e6,5,[13],1,[],0.0,0.0,[],set(),{13},8,0.625
60ad65a0a187d7ef811ed7e6,6,[15],1,[],0.0,0.0,[],set(),{15},8,0.75
60ad65a0a187d7ef811ed7e6,7,[7],1,[],0.0,0.0,[],set(),{7},8,0.875
60ad65a0a187d7ef811ed7e6,8,"[16, 18]",2,[],0.0,0.0,[],set(),"{16, 18}",8,1.0
575ef812a2ce6e000666f239,1,"[1, 2, 11, 12]",4,[],0.0,0.0,[],set(),"{1, 2, 11, 12}",4,0.25
575ef812a2ce6e000666f239,2,"[4, 5, 7]",3,[],0.0,0.0,[],set(),"{4, 5, 7}",4,0.5
575ef812a2ce6e000666f239,3,"[16, 17]",2,[],0.0,0.0,[],set(),"{16, 17}",4,0.75
575ef812a2ce6e000666f239,4,[18],1,[],0.0,0.0,[],set(),{18},4,1.0
5f218e5462e3b6568de0f0e5,1,[2],1,[],0.0,0.0,[],set(),{2},8,0.125
5f218e5462e3b6568de0f0e5,2,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",8,0.25
5f218e5462e3b6568de0f0e5,3,[6],1,[],0.0,0.0,[],set(),{6},8,0.375
5f218e5462e3b6568de0f0e5,4,[3],1,[],0.0,0.0,[],set(),{3},8,0.5
5f218e5462e3b6568de0f0e5,5,[8],1,[],0.0,0.0,[],set(),{8},8,0.625
5f218e5462e3b6568de0f0e5,6,[16],1,[],0.0,0.0,[],set(),{16},8,0.75
5f218e5462e3b6568de0f0e5,7,[13],1,[],0.0,0.0,[],set(),{13},8,0.875
5f218e5462e3b6568de0f0e5,8,[18],1,[],0.0,0.0,[],set(),{18},8,1.0
5ca345b1506fca0016b358bb,1,[1],1,[],0.0,0.0,[],set(),{1},14,0.07142857142857142
5ca345b1506fca0016b358bb,2,[2],1,[],0.0,0.0,[],set(),{2},14,0.14285714285714285
5ca345b1506fca0016b358bb,3,[6],1,[],0.0,0.0,[],set(),{6},14,0.21428571428571427
5ca345b1506fca0016b358bb,4,[],0,[],0.0,0.0,[],set(),set(),14,0.2857142857142857
5ca345b1506fca0016b358bb,5,[5],1,[],0.0,0.0,[],set(),{5},14,0.35714285714285715
5ca345b1506fca0016b358bb,6,[7],1,[],0.0,0.0,[],set(),{7},14,0.42857142857142855
5ca345b1506fca0016b358bb,7,[16],1,[],0.0,0.0,[],set(),{16},14,0.5
5ca345b1506fca0016b358bb,8,[3],1,[],0.0,0.0,[],set(),{3},14,0.5714285714285714
5ca345b1506fca0016b358bb,9,[8],1,[],0.0,0.0,[],set(),{8},14,0.6428571428571429
5ca345b1506fca0016b358bb,10,[13],1,[],0.0,0.0,[],set(),{13},14,0.7142857142857143
5ca345b1506fca0016b358bb,11,[17],1,[],0.0,0.0,[],set(),{17},14,0.7857142857142857
5ca345b1506fca0016b358bb,12,[17],1,[],0.0,0.0,[],set(),{17},14,0.8571428571428571
5ca345b1506fca0016b358bb,13,[14],1,[],0.0,0.0,[],set(),{14},14,0.9285714285714286
5ca345b1506fca0016b358bb,14,[18],1,[],0.0,0.0,[],set(),{18},14,1.0
62ea45c78e38d6b93c10a235,1,[1],1,[],0.0,0.0,[],set(),{1},17,0.058823529411764705
62ea45c78e38d6b93c10a235,2,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",17,0.11764705882352941
62ea45c78e38d6b93c10a235,3,[6],1,[],0.0,0.0,[],set(),{6},17,0.17647058823529413
62ea45c78e38d6b93c10a235,4,[8],1,[],0.0,0.0,[],set(),{8},17,0.23529411764705882
62ea45c78e38d6b93c10a235,5,[5],1,[],0.0,0.0,[],set(),{5},17,0.29411764705882354
62ea45c78e38d6b93c10a235,6,[7],1,[],0.0,0.0,[],set(),{7},17,0.35294117647058826
62ea45c78e38d6b93c10a235,7,[9],1,[],0.0,0.0,[],set(),{9},17,0.4117647058823529
62ea45c78e38d6b93c10a235,8,[10],1,[],0.0,0.0,[],set(),{10},17,0.47058823529411764
62ea45c78e38d6b93c10a235,9,[11],1,[],0.0,0.0,[],set(),{11},17,0.5294117647058824
62ea45c78e38d6b93c10a235,10,[12],1,[],0.0,0.0,[],set(),{12},17,0.5882352941176471
62ea45c78e38d6b93c10a235,11,[16],1,[],0.0,0.0,[],set(),{16},17,0.6470588235294118
62ea45c78e38d6b93c10a235,12,[14],1,[],0.0,0.0,[],set(),{14},17,0.7058823529411765
62ea45c78e38d6b93c10a235,13,[15],1,[],0.0,0.0,[],set(),{15},17,0.7647058823529411
62ea45c78e38d6b93c10a235,14,[17],1,[],0.0,0.0,[],set(),{17},17,0.8235294117647058
62ea45c78e38d6b93c10a235,15,[17],1,[],0.0,0.0,[],set(),{17},17,0.8823529411764706
62ea45c78e38d6b93c10a235,16,[18],1,[],0.0,0.0,[],set(),{18},17,0.9411764705882353
62ea45c78e38d6b93c10a235,17,[18],1,[],0.0,0.0,[],set(),{18},17,1.0
5f54b7bc649418811db24711,1,"[1, 12]",2,[],0.0,0.0,[],set(),"{1, 12}",10,0.1
5f54b7bc649418811db24711,2,[2],1,[],0.0,0.0,[],set(),{2},10,0.2
5f54b7bc649418811db24711,3,[5],1,[],0.0,0.0,[],set(),{5},10,0.3
5f54b7bc649418811db24711,4,[7],1,[],0.0,0.0,[],set(),{7},10,0.4
5f54b7bc649418811db24711,5,"[1, 12]",2,[],0.0,0.0,[],set(),"{1, 12}",10,0.5
5f54b7bc649418811db24711,6,[13],1,[],0.0,0.0,[],set(),{13},10,0.6
5f54b7bc649418811db24711,7,[15],1,[],0.0,0.0,[],set(),{15},10,0.7
5f54b7bc649418811db24711,8,[],0,[],0.0,0.0,[],set(),set(),10,0.8
5f54b7bc649418811db24711,9,[18],1,[],0.0,0.0,[],set(),{18},10,0.9
5f54b7bc649418811db24711,10,[18],1,[],0.0,0.0,[],set(),{18},10,1.0
5f60a56c328d6f05ede09874,1,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",9,0.1111111111111111
5f60a56c328d6f05ede09874,2,"[1, 10, 11, 14, 15]",5,[],0.0,0.0,[],set(),"{1, 10, 11, 14, 15}",9,0.2222222222222222
5f60a56c328d6f05ede09874,3,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",9,0.3333333333333333
5f60a56c328d6f05ede09874,4,[5],1,[],0.0,0.0,[],set(),{5},9,0.4444444444444444
5f60a56c328d6f05ede09874,5,[7],1,[],0.0,0.0,[],set(),{7},9,0.5555555555555556
5f60a56c328d6f05ede09874,6,[18],1,[],0.0,0.0,[],set(),{18},9,0.6666666666666666
5f60a56c328d6f05ede09874,7,[3],1,[],0.0,0.0,[],set(),{3},9,0.7777777777777778
5f60a56c328d6f05ede09874,8,[16],1,[],0.0,0.0,[],set(),{16},9,0.8888888888888888
5f60a56c328d6f05ede09874,9,[6],1,[],0.0,0.0,[],set(),{6},9,1.0
631b32b0796f2941b55e7d58,1,[1],1,[],0.0,0.0,[],set(),{1},10,0.1
631b32b0796f2941b55e7d58,2,[2],1,[],0.0,0.0,[],set(),{2},10,0.2
631b32b0796f2941b55e7d58,3,"[5, 7]",2,[],0.0,0.0,[],set(),"{5, 7}",10,0.3
631b32b0796f2941b55e7d58,4,[8],1,[],0.0,0.0,[],set(),{8},10,0.4
631b32b0796f2941b55e7d58,5,[9],1,[],0.0,0.0,[],set(),{9},10,0.5
631b32b0796f2941b55e7d58,6,[14],1,[],0.0,0.0,[],set(),{14},10,0.6
631b32b0796f2941b55e7d58,7,[17],1,[],0.0,0.0,[],set(),{17},10,0.7
631b32b0796f2941b55e7d58,8,[17],1,[],0.0,0.0,[],set(),{17},10,0.8
631b32b0796f2941b55e7d58,9,[18],1,[],0.0,0.0,[],set(),{18},10,0.9
631b32b0796f2941b55e7d58,10,[18],1,[],0.0,0.0,[],set(),{18},10,1.0
5f2dd11452744f1170ea3545,1,[],0,[],0.0,0.0,[],set(),set(),1,1.0
64730850e5f4a7b6b71fc40a,1,"[2, 6]",2,[],0.0,0.0,[],set(),"{2, 6}",11,0.09090909090909091
64730850e5f4a7b6b71fc40a,2,[8],1,[],0.0,0.0,[],set(),{8},11,0.18181818181818182
64730850e5f4a7b6b71fc40a,3,[5],1,[],0.0,0.0,[],set(),{5},11,0.2727272727272727
64730850e5f4a7b6b71fc40a,4,"[7, 9, 10, 11]",4,[],0.0,0.0,[],set(),"{9, 10, 11, 7}",11,0.36363636363636365
64730850e5f4a7b6b71fc40a,5,"[7, 11]",2,[],0.0,0.0,[],set(),"{11, 7}",11,0.45454545454545453
64730850e5f4a7b6b71fc40a,6,"[1, 12]",2,[],0.0,0.0,[],set(),"{1, 12}",11,0.5454545454545454
64730850e5f4a7b6b71fc40a,7,[13],1,[],0.0,0.0,[],set(),{13},11,0.6363636363636364
64730850e5f4a7b6b71fc40a,8,[16],1,[],0.0,0.0,[],set(),{16},11,0.7272727272727273
64730850e5f4a7b6b71fc40a,9,[14],1,[],0.0,0.0,[],set(),{14},11,0.8181818181818182
64730850e5f4a7b6b71fc40a,10,[18],1,[],0.0,0.0,[],set(),{18},11,0.9090909090909091
64730850e5f4a7b6b71fc40a,11,[18],1,[],0.0,0.0,[],set(),{18},11,1.0
5eb3138319f0500f2004d2e9,1,"[2, 11, 12]",3,[],0.0,0.0,[],set(),"{2, 11, 12}",4,0.25
5eb3138319f0500f2004d2e9,2,"[5, 7]",2,[],0.0,0.0,[],set(),"{5, 7}",4,0.5
5eb3138319f0500f2004d2e9,3,[18],1,[],0.0,0.0,[],set(),{18},4,0.75
5eb3138319f0500f2004d2e9,4,[16],1,[],0.0,0.0,[],set(),{16},4,1.0
5e72ad1027f38a1fced5bf6f,1,"[2, 6]",2,[],0.0,0.0,[],set(),"{2, 6}",6,0.16666666666666666
5e72ad1027f38a1fced5bf6f,2,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",6,0.3333333333333333
5e72ad1027f38a1fced5bf6f,3,"[4, 5, 7]",3,[],0.0,0.0,[],set(),"{4, 5, 7}",6,0.5
5e72ad1027f38a1fced5bf6f,4,[16],1,[],0.0,0.0,[],set(),{16},6,0.6666666666666666
5e72ad1027f38a1fced5bf6f,5,[18],1,[],0.0,0.0,[],set(),{18},6,0.8333333333333334
5e72ad1027f38a1fced5bf6f,6,[],0,[],0.0,0.0,[],set(),set(),6,1.0
5a3ee0d22f91ec0001dca78d,1,"[1, 11, 12]",3,[],0.0,0.0,[],set(),"{1, 11, 12}",11,0.09090909090909091
5a3ee0d22f91ec0001dca78d,2,[2],1,[],0.0,0.0,[],set(),{2},11,0.18181818181818182
5a3ee0d22f91ec0001dca78d,3,[7],1,[],0.0,0.0,[],set(),{7},11,0.2727272727272727
5a3ee0d22f91ec0001dca78d,4,[5],1,[],0.0,0.0,[],set(),{5},11,0.36363636363636365
5a3ee0d22f91ec0001dca78d,5,[10],1,[],0.0,0.0,[],set(),{10},11,0.45454545454545453
5a3ee0d22f91ec0001dca78d,6,[13],1,[],0.0,0.0,[],set(),{13},11,0.5454545454545454
5a3ee0d22f91ec0001dca78d,7,[14],1,[],0.0,0.0,[],set(),{14},11,0.6363636363636364
5a3ee0d22f91ec0001dca78d,8,[],0,[],0.0,0.0,[],set(),set(),11,0.7272727272727273
5a3ee0d22f91ec0001dca78d,9,[18],1,[],0.0,0.0,[],set(),{18},11,0.8181818181818182
